Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,LT.NS,RELIANCE.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,,,1227.79541015625,1824.7386474609375,3620.687744140625,1496.203857421875,,1230.9935629487222,1848.9431652572641,3644.039788741092,1509.9600595401412,,1200.930998773239,1820.2266914499244,3597.875394431524,1494.5927706873033,,1207.6224463883482,1848.9431652572641,3624.4162621096075,1508.2250430567562,,19114907,4694322,1211993,10923800
2024-09-04,,,1216.62646484375,1807.0670166015625,3582.07861328125,1501.5823974609375,,1223.859186152754,1811.5319278069883,3611.710090702106,1504.50709100704,,1213.1331701237295,1786.0115271331308,3562.749487382364,1486.6612078847159,,1220.070629288316,1805.7980647866775,3581.2936243039085,1487.850885016148,,13505843,4778310,1930121,11983304
2024-09-05,,,1216.23291015625,1817.1248779296875,3555.93017578125,1480.192138671875,,1224.9909529744998,1823.5637269032381,3598.954854579987,1512.7113538076746,,1211.65718744667,1794.9882723576418,3540.476648256813,1474.3179410781217,,1218.2502546691317,1810.638983993486,3598.954854579987,1506.0439573959175,,9142811,4081810,2958770,16264168
2024-09-06,,,1188.8763427734375,1787.703369140625,3507.460205078125,1452.2830810546875,,1214.21555165295,1820.273743345215,3555.586953612089,1484.182646260627,,1185.7765708665058,1783.0034627545024,3469.635808359902,1449.110527949692,,1206.3923063523205,1806.6440148254599,3547.050767159477,1479.721175380084,,10170479,5848106,3096557,19394228
2024-09-09,,,1215.2979736328125,1780.9356689453125,3510.943359375,1449.9283447265625,,1218.5453765912819,1805.5631341580754,3526.3477800656174,1457.339440034618,,1181.299103730193,1775.6247514250556,3486.9536456750407,1443.1370191466497,,1183.710090812365,1776.564732765143,3516.53601662637,1453.943716732093,,13863250,4772612,1454589,9010298
2024-09-10,,,1217.5614013671875,1797.5263671875,3528.457275390625,1449.0113525390625,,1221.5467196441462,1818.8638977650467,3556.76430922828,1459.4462610127246,,1207.4256692162026,1782.2046254069915,3503.7807857252933,1445.0951000796938,,1217.216888818786,1790.5704823041315,3517.5172547816233,1447.9951044503912,,15545130,6909600,1203483,10768260
2024-09-11,,,1216.62646484375,1795.50537109375,3470.37158203125,1439.0721435546875,,1219.5294755207808,1810.4040523138208,3536.110396322093,1456.1744477064742,,1206.83524540051,1790.6644442667855,3450.208360485282,1435.1560121734635,,1211.8538609951502,1799.7822173243185,3527.328916053436,1450.5232999620255,,11993242,5312946,1865165,9760202
2024-09-12,,,1232.174560546875,1833.3865966796875,3553.82080078125,1467.1298828125,,1236.9471648033514,1838.9795546148218,3569.568729378419,1473.2767495080643,,1206.7860981365827,1796.1164275717779,3467.4772804972217,1433.4953029575859,,1218.2502705064035,1809.464116978717,3491.025513301957,1444.5250498204912,,15376442,8555092,3751523,22349376
2024-09-13,,,1230.403076171875,1827.4178466796875,3544.989990234375,1460.016357421875,,1235.9137150505585,1841.0475772026095,3566.3305748697467,1470.451266381587,,1222.2355585854264,1819.4750496173078,3532.2838049926586,1456.918113729867,,1232.0267776590285,1833.3867057185469,3553.8205769800456,1463.7590600068495,,9877288,3843127,1752455,8711328
2024-09-16,,,1242.7037353515625,1833.1986083984375,3593.31298828125,1458.752197265625,,1245.4098646133787,1834.8435757434945,3600.917104783176,1468.2204780575375,,1224.8432581989914,1817.0309752474043,3544.9900543819117,1452.2087310287416,,1231.042802375231,1828.9686923682912,3551.024192949311,1464.8991851443227,,8973335,1570181,1045964,5481774
2024-09-17,,,1247.8699951171875,1835.360595703125,3625.642822265625,1459.6942138671875,,1251.9538142521255,1840.9063937669002,3635.258398462057,1464.8248328952707,,1238.3247871252927,1825.584766901514,3590.8110616325876,1454.0677548146177,,1239.849987924078,1830.8486394119768,3598.954873295229,1461.3796100548857,,11513121,2793127,1289060,5935328
2024-09-18,,,1267.796875,1778.5855712890625,3660.229248046875,1450.919921875,,1274.6852037097235,1822.388675234394,3687.211597532537,1469.3111455549956,,1241.8672616672682,1768.386797525358,3614.8498420937167,1448.0448484372855,,1241.8672616672682,1822.388675234394,3619.5595364583974,1457.413889315684,,12466597,6385468,2249929,8574714
2024-09-19,,,1271.388671875,1780.5125732421875,3614.359375,1457.0916748046875,,1279.2610475522447,1809.370068657787,3679.803791490386,1463.8581906691413,,1264.8447355687065,1766.036952686509,3604.842012044324,1443.0876132109174,,1267.7968764476732,1795.9282898631557,3679.411416757271,1453.6959512825117,,13172268,7976570,1711564,16955902
2024-09-20,,,1317.09765625,1791.3695068359375,3722.48486328125,1473.2025146484375,,1340.616403523679,1800.0643345616268,3738.1836849016377,1482.1997658201985,,1270.9459481482343,1755.3212440246816,3610.9742667769383,1458.7770437683578,,1274.340862241716,1790.664520804125,3630.352499714604,1461.3795684407844,,73257767,15242974,5401701,30897320
2024-09-23,,,1300.8116455078125,1782.6275634765625,3716.401611328125,1480.5887451171875,,1310.553734024932,1803.73021337189,3766.5398186087614,1488.6441789861601,,1287.62539277616,1765.7078993837924,3678.4301345090653,1476.2015834923338,,1309.7664484410157,1794.4243751721033,3728.4701283367426,1478.2340798324108,,11380409,3636672,1937874,8832314
2024-09-24,,,1297.5643310546875,1784.6485595703125,3720.228271484375,1476.6229248046875,,1310.1601805182468,1796.210376017183,3759.671512071468,1487.6526722077606,,1294.4645590257803,1759.0811128709156,3703.9406485759473,1475.1357678514642,,1299.9260678444703,1774.6847802570394,3716.401540067454,1475.7554165819738,,13886037,7277616,2676546,17137444
2024-09-25,,,1302.7305908203125,1781.546630859375,3722.43603515625,1481.15869140625,,1306.568398126912,1787.4684442930745,3741.4216540256025,1483.6869066134093,,1289.1999446337225,1764.156976545127,3706.8842940073782,1467.5264194610884,,1289.8395992053097,1773.1337292502485,3716.2545761693636,1471.1948125268714,,8728019,4268341,2113862,7069002
2024-09-26,,,1307.84765625,1786.199462890625,3691.332275390625,1485.12451171875,,1312.0789860913483,1802.8370859804254,3731.364315842534,1491.122760061236,,1295.8914616978661,1779.3845984749128,3666.0669859793516,1475.309372285805,,1298.9419832399822,1783.896554606288,3729.4510699902903,1477.8870868947113,,11100869,8952803,2750597,18818998
2024-09-27,,,1285.7557373046875,1792.309326171875,3635.89599609375,1513.10791015625,,1311.7346011418329,1856.0870338017216,3667.63714640242,1520.345334807694,,1283.0496081575457,1789.0664366162493,3582.27480511376,1479.2254687210307,,1311.7346011418329,1816.1378289440818,3667.63714640242,1486.1655345930462,,17117379,14908931,4095425,20597478
