ticker,avg_daily_volume,daily_volatility
ICICIBANK.NS,12522272.073852295,0.01170496809779556
INFY.NS,8983819.956087824,0.017234853264659136
LT.NS,2119184.4550898205,0.01547571506980329
RELIANCE.NS,13282490.93213573,0.013006245068231144
