date,nav
18-03-2026,1182.32400
17-03-2026,1171.05900
16-03-2026,1162.89400
13-03-2026,1154.73400
12-03-2026,1177.03900
11-03-2026,1189.54900
10-03-2026,1211.34100
09-03-2026,1195.36400
06-03-2026,1219.40800
05-03-2026,1235.90700
04-03-2026,1222.78700
02-03-2026,1242.12500
27-02-2026,1258.18100
26-02-2026,1274.85500
25-02-2026,1271.40900
24-02-2026,1268.12800
23-02-2026,1276.66900
20-02-2026,1266.82100
19-02-2026,1262.62300
18-02-2026,1282.14800
17-02-2026,1279.28000
16-02-2026,1277.22100
13-02-2026,1266.99300
12-02-2026,1282.66100
11-02-2026,1285.85500
10-02-2026,1283.75400
09-02-2026,1279.19800
06-02-2026,1269.65300
05-02-2026,1267.07400
04-02-2026,1274.20200
03-02-2026,1268.66400
02-02-2026,1234.97400
30-01-2026,1244.18900
29-01-2026,1247.59500
28-01-2026,1242.81300
27-01-2026,1238.22900
23-01-2026,1234.61600
22-01-2026,1249.55400
21-01-2026,1243.95100
20-01-2026,1248.11000
19-01-2026,1266.85100
16-01-2026,1273.04700
14-01-2026,1272.83600
13-01-2026,1271.49800
12-01-2026,1272.31900
09-01-2026,1269.86500
08-01-2026,1284.24600
07-01-2026,1296.11900
06-01-2026,1292.02900
05-01-2026,1290.28900
02-01-2026,1293.22900
01-01-2026,1283.70300
31-12-2025,1279.95300
30-12-2025,1269.43000
29-12-2025,1270.01500
26-12-2025,1274.41100
24-12-2025,1276.94600
23-12-2025,1279.97600
22-12-2025,1278.41200
19-12-2025,1270.35900
18-12-2025,1263.33000
17-12-2025,1264.02300
16-12-2025,1268.25300
15-12-2025,1273.53000
12-12-2025,1274.89600
11-12-2025,1266.57700
10-12-2025,1260.89400
09-12-2025,1264.45700
08-12-2025,1264.80600
05-12-2025,1277.33700
04-12-2025,1271.25900
03-12-2025,1270.04200
02-12-2025,1273.72500
01-12-2025,1280.14300
28-11-2025,1282.04100
27-11-2025,1281.01200
26-11-2025,1279.84000
25-11-2025,1265.59700
24-11-2025,1266.71500
21-11-2025,1271.13800
20-11-2025,1277.34600
19-11-2025,1272.46100
18-11-2025,1270.26100
17-11-2025,1273.88900
14-11-2025,1268.59500
13-11-2025,1268.93900
12-11-2025,1268.06900
11-11-2025,1256.19700
10-11-2025,1251.31400
07-11-2025,1245.80200
06-11-2025,1247.08600
04-11-2025,1256.12400
03-11-2025,1262.30600
31-10-2025,1256.68100
30-10-2025,1266.27200
29-10-2025,1273.41000
28-10-2025,1265.25800
27-10-2025,1267.40400
24-10-2025,1259.80800
23-10-2025,1263.37000
20-10-2025,1265.17400
17-10-2025,1261.08800
16-10-2025,1255.56800
15-10-2025,1243.72500
14-10-2025,1237.31500
13-10-2025,1240.66200
10-10-2025,1241.75000
09-10-2025,1237.52500
08-10-2025,1233.68900
07-10-2025,1236.65400
06-10-2025,1235.91500
03-10-2025,1229.61400
01-10-2025,1227.38200
30-09-2025,1216.06200
26-09-2025,1215.48200
25-09-2025,1229.18400
24-09-2025,1238.49500
23-09-2025,1245.98300
22-09-2025,1246.41900
19-09-2025,1250.59900
18-09-2025,1252.13900
17-09-2025,1247.94600
16-09-2025,1244.47600
15-09-2025,1235.22100
12-09-2025,1236.00500
11-09-2025,1231.31300
10-09-2025,1230.54600
09-09-2025,1228.89800
08-09-2025,1226.08300
05-09-2025,1221.89700
04-09-2025,1220.36900
03-09-2025,1221.49700
02-09-2025,1213.86400
01-09-2025,1215.47000
29-08-2025,1204.70100
28-08-2025,1208.19900
26-08-2025,1220.04900
25-08-2025,1233.51400
22-08-2025,1230.22100
21-08-2025,1237.86900
20-08-2025,1237.77000
