rolling_10d_volatility,rolling_30d_volatility,garch_next_day_forecast,garch_5day_avg_forecast,garch_persistence,garch_day1,garch_day2,garch_day3,garch_day4,garch_day5
0.0025795817558779,0.0067581431708935,0.006741532236294902,0.006960827705276608,0.9789697927197573,0.006741532236294902,0.006855250515133492,0.006964778919213193,0.007070360530859153,0.007172216324882302
